"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0600000US3603921204","Durham town, Greene County, New York","1022","104","43333","12494","100.0","3.1","43333","12494","0.0","3.1","-","**","0.0","3.1","-","**","0.0","3.1","-","**","0.0","3.1","-","**","0.0","3.1","-","**","0.0","3.1","-","**","0.0","3.1","-","**","100.0","3.1","43333","12494","1.4","1.6","-","**","23.0","6.8","51513","47002","40.1","6.9","65667","10287","35.5","7.0","34821","7320","694","76","52333","14091","34.7","8.6","52375","26465","65.3","8.6","49934","21928","86.7","5.8","59000","9077","9.8","4.8","24130","9238","3.5","3.3","51364","27942","328","100","35455","20824","42.1","16.0","38333","27088","38.7","15.8","39861","21874","3.4","3.9","-","**","57.9","16.0","35114","26921","46.0","16.8","32292","25967","11.9","10.5","75221","107776","32.7","(X)","(X)","(X)","39.9","(X)","(X)","(X)","17.4","(X)","(X)","(X)",
"0600000US3603930620","Greenville town, Greene County, New York","1564","155","51538","10090","99.2","1.3","50962","10321","0.8","1.3","-","**","0.0","2.1","-","**","0.0","2.1","-","**","0.0","2.1","-","**","0.0","2.1","-","**","0.0","2.1","-","**","1.1","1.7","-","**","98.1","2.2","51779","10030","0.0","2.1","-","**","26.3","8.3","51328","34465","39.1","6.7","73173","25632","34.7","7.0","34537","18648","983","94","74253","8951","36.0","10.4","73924","4995","64.0","10.4","81458","33225","83.8","6.9","81667","23229","12.4","6.4","23382","19271","3.8","3.5","100781","56170","581","178","33018","9324","60.2","13.7","27500","6909","46.5","12.7","22759","6512","13.8","11.1","-","**","39.8","13.7","35114","6971","31.2","13.2","34893","17496","8.6","9.0","37685","27358","23.7","(X)","(X)","(X)","28.5","(X)","(X)","(X)","15.5","(X)","(X)","(X)",
"0600000US3603931379","Halcott town, Greene County, New York","110","28","68636","10860","98.2","3.2","68864","10194","0.0","25.2","-","**","1.8","3.2","-","**","0.0","25.2","-","**","0.0","25.2","-","**","0.0","25.2","-","**","0.0","25.2","-","**","0.0","25.2","-","**","98.2","3.2","68864","10194","0.0","25.2","-","**","24.5","13.1","71250","8221","38.2","11.5","62500","37864","37.3","13.1","50625","15564","86","24","70682","2995","34.9","14.9","70833","7514","65.1","14.9","70000","8619","94.2","6.8","71250","3109","5.8","6.8","-","**","0.0","30.5","-","**","24","14","31250","18733","54.2","29.3","26750","14663","33.3","33.6","25500","12061","20.8","28.7","-","**","45.8","29.3","50417","40547","45.8","29.3","50417","40547","0.0","60.5","-","**","23.6","(X)","(X)","(X)","30.2","(X)","(X)","(X)","0.0","(X)","(X)","(X)",
"0600000US3603936178","Hunter town, Greene County, New York","1110","150","46538","10548","97.0","2.6","47212","11389","0.5","1.0","-","**","1.2","2.0","-","**","0.0","2.9","-","**","0.0","2.9","-","**","0.7","1.2","-","**","0.5","0.9","-","**","0.7","1.2","-","**","97.0","2.6","47212","11389","0.4","0.6","-","**","17.4","6.8","42350","27605","49.4","6.7","67500","44733","32.9","7.0","27813","5935","654","101","64900","10042","42.7","11.4","52422","23867","57.3","11.4","66680","35478","73.2","10.4","67656","51659","23.5","9.4","40000","30444","3.2","4.0","-","**","456","136","24792","7414","61.2","13.0","26979","6299","57.2","13.6","25104","6355","3.9","4.1","61786","85824","38.8","13.0","12332","15401","32.9","11.9","11683","5489","5.9","4.5","102589","150180","35.9","(X)","(X)","(X)","43.9","(X)","(X)","(X)","24.6","(X)","(X)","(X)",
"0600000US3603938638","Jewett town, Greene County, New York","418","81","34828","5631","100.0","7.5","34828","5631","0.0","7.5","-","**","0.0","7.5","-","**","0.0","7.5","-","**","0.0","7.5","-","**","0.0","7.5","-","**","0.0","7.5","-","**","4.5","4.4","20536","106006","95.5","4.4","35625","5891","0.0","7.5","-","**","5.7","4.4","16500","33849","58.4","10.1","34397","9378","35.9","9.5","37500","9417","186","52","44643","12497","25.3","15.1","37321","112314","74.7","15.1","44821","11585","72.6","13.0","55938","32940","25.3","13.4","37321","19485","2.2","2.9","-","**","232","67","31071","9343","38.8","14.0","34688","25642","33.6","13.4","32813","9800","5.2","7.1","-","**","61.2","14.0","27885","18794","46.1","16.9","29327","11507","15.1","14.0","14688","81985","45.0","(X)","(X)","(X)","36.0","(X)","(X)","(X)","52.2","(X)","(X)","(X)",
"0600000US3603942202","Lexington town, Greene County, New York","419","66","46292","4953","100.0","7.5","46292","4953","0.0","7.5","-","**","0.0","7.5","-","**","0.0","7.5","-","**","0.0","7.5","-","**","0.0","7.5","-","**","0.0","7.5","-","**","2.6","2.8","-","**","97.4","2.8","46750","5678","0.0","7.5","-","**","14.1","8.1","52188","27148","46.3","10.4","66389","28139","39.6","9.6","41250","13738","276","56","50395","9009","14.9","8.5","38661","6469","85.1","8.5","51908","20633","84.1","8.2","55500","18405","15.9","8.2","25714","13517","0.0","11.1","-","**","143","44","30972","22803","47.6","15.6","23750","5806","42.7","14.8","22153","4476","4.9","5.6","-","**","52.4","15.6","52188","49952","52.4","15.6","52188","49952","0.0","20.2","-","**","39.1","(X)","(X)","(X)","43.8","(X)","(X)","(X)","30.1","(X)","(X)","(X)",
"0600000US3603949935","New Baltimore town, Greene County, New York","1224","101","67927","11384","97.5","2.9","67805","11738","1.1","1.7","-","**","0.0","2.6","-","**","0.0","2.6","-","**","0.0","2.6","-","**","0.7","1.4","-","**","0.7","1.6","-","**","0.0","2.6","-","**","97.5","2.9","67805","11738","0.7","1.0","-","**","25.3","4.5","80556","23042","49.6","7.4","80529","22239","24.4","5.4","38438","23776","911","97","70550","10076","35.5","8.0","99236","17540","64.5","8.0","61574","7381","88.7","5.8","73452","11853","5.0","4.3","61625","16672","6.3","4.9","58281","27714","313","97","40815","18605","54.3","16.3","26944","21094","48.6","16.5","22188","15869","5.8","6.3","-","**","45.7","16.3","92596","55798","24.0","13.1","29896","8494","21.7","15.5","96574","19189","27.8","(X)","(X)","(X)","28.0","(X)","(X)","(X)","27.2","(X)","(X)","(X)",
"0600000US3603959751","Prattsville town, Greene County, New York","300","82","38500","25251","100.0","10.3","38500","25251","0.0","10.3","-","**","0.0","10.3","-","**","0.0","10.3","-","**","0.0","10.3","-","**","0.0","10.3","-","**","0.0","10.3","-","**","0.0","10.3","-","**","100.0","10.3","38500","25251","0.7","1.2","-","**","12.0","7.9","28750","44930","49.0","15.2","24688","58631","38.3","13.2","40781","17312","211","71","43555","6155","19.9","11.8","48750","19059","80.1","11.8","43150","15686","73.5","14.6","44250","16994","14.7","10.4","16875","28594","11.8","10.8","45341","2084","89","40","18375","7888","29.2","18.3","23929","6092","24.7","16.8","23214","8350","4.5","7.3","-","**","70.8","18.3","16806","9335","58.4","22.9","15278","4115","12.4","13.4","-","**","29.7","(X)","(X)","(X)","34.1","(X)","(X)","(X)","19.1","(X)","(X)","(X)",
"0600000US3603982480","Windham town, Greene County, New York","643","104","55685","9437","100.0","4.9","55685","9437","0.0","4.9","-","**","0.0","4.9","-","**","0.0","4.9","-","**","0.0","4.9","-","**","0.0","4.9","-","**","0.0","4.9","-","**","2.2","3.9","-","**","97.8","3.9","55268","12397","2.8","4.8","-","**","11.7","5.6","69196","22004","42.5","11.0","35341","27623","43.1","9.2","57321","33527","412","90","69375","15361","20.9","9.2","68750","2934","79.1","9.2","78000","32522","72.1","10.5","74432","14328","10.0","6.5","55938","61934","18.0","10.9","57037","32487","231","65","21250","19066","50.6","16.5","14185","5266","48.1","15.8","13859","5268","2.6","3.6","-","**","49.4","16.5","31974","8000","38.1","17.2","31333","9802","11.3","10.1","38125","13342","45.7","(X)","(X)","(X)","54.4","(X)","(X)","(X)","28.6","(X)","(X)","(X)",
"0600000US3604102572","Arietta town, Hamilton County, New York","57","18","44688","23174","100.0","39.3","44688","23174","0.0","39.3","-","**","0.0","39.3","-","**","0.0","39.3","-","**","0.0","39.3","-","**","0.0","39.3","-","**","0.0","39.3","-","**","0.0","39.3","-","**","100.0","39.3","44688","23174","3.5","5.8","-","**","7.0","8.5","75000","33248","59.6","12.9","78750","33898","29.8","11.4","29688","4344","30","13","71250","30882","10.0","13.7","86250","17662","90.0","13.7","61875","44668","76.7","16.3","63750","75414","23.3","16.3","78125","63923","0.0","54.1","-","**","27","12","35625","10560","74.1","16.4","36250","10467","66.7","16.0","35000","6399","7.4","9.8","-","**","25.9","16.4","29375","90762","11.1","14.8","29375","8487","14.8","14.8","-","**","38.6","(X)","(X)","(X)","43.3","(X)","(X)","(X)","33.3","(X)","(X)","(X)",
"0600000US3604105958","Benson town, Hamilton County, New York","81","16","60625","14620","100.0","31.8","60625","14620","0.0","31.8","-","**","0.0","31.8","-","**","0.0","31.8","-","**","0.0","31.8","-","**","0.0","31.8","-","**","0.0","31.8","-","**","0.0","31.8","-","**","100.0","31.8","60625","14620","0.0","31.8","-","**","12.3","7.4","76250","44696","60.5","14.6","71250","3965","27.2","12.5","21667","17256","66","16","68750","10113","15.2","8.7","95000","14124","84.8","8.7","60000","12919","97.0","5.0","67500","12703","0.0","36.3","-","**","3.0","5.0","-","**","15","7","18750","8354","46.7","24.6","10625","17049","40.0","23.3","2,500-","***","6.7","16.6","-","**","53.3","24.6","22500","30448","46.7","24.0","21875","27799","6.7","13.0","-","**","24.7","(X)","(X)","(X)","22.7","(X)","(X)","(X)","33.3","(X)","(X)","(X)",
"0600000US3604135496","Hope town, Hamilton County, New York","159","36","52788","11586","99.4","2.0","52885","11045","0.0","18.4","-","**","0.0","18.4","-","**","0.0","18.4","-","**","0.0","18.4","-","**","0.0","18.4","-","**","0.6","2.0","-","**","0.6","2.0","-","**","99.4","2.0","52885","11045","3.1","2.8","8125","4256","27.7","8.7","67000","17039","45.3","10.4","56875","8444","23.9","8.8","35833","16783","104","28","53750","10209","35.6","11.7","71250","11730","64.4","11.7","47917","5655","78.8","10.1","61667","10274","14.4","8.6","25417","8821","6.7","7.6","-","**","55","21","46563","24212","45.5","18.0","55313","75317","20.0","16.1","13750","14757","25.5","18.7","60000","26990","54.5","18.0","46250","22941","23.6","12.6","20417","15411","30.9","20.4","54107","4545","49.7","(X)","(X)","(X)","45.2","(X)","(X)","(X)","52.7","(X)","(X)","(X)",
"0600000US3604137374","Indian Lake town, Hamilton County, New York","508","61","50278","7087","100.0","6.2","50278","7087","0.0","6.2","-","**","0.0","6.2","-","**","0.0","6.2","-","**","0.0","6.2","-","**","0.0","6.2","-","**","0.0","6.2","-","**","0.0","6.2","-","**","100.0","6.2","50278","7087","0.0","6.2","-","**","21.7","6.4","65625","13017","39.6","6.9","50764","9587","38.8","6.0","33281","9179","325","50","60074","6873","40.0","8.9","61000","9369","60.0","8.9","55750","21665","85.2","7.4","60956","6424","11.1","6.6","34167","11532","3.7","3.5","79000","25266","183","49","36250","11610","41.0","13.7","43542","16401","29.0","12.5","28125","26214","12.0","10.9","52115","86523","59.0","13.7","30833","13971","41.5","12.5","21875","8075","17.5","11.9","66964","25219","27.8","(X)","(X)","(X)","24.0","(X)","(X)","(X)","31.7","(X)","(X)","(X)",
"0600000US3604137495","Inlet town, Hamilton County, New York","206","43","50250","17442","100.0","14.6","50250","17442","0.0","14.6","-","**","0.0","14.6","-","**","0.0","14.6","-","**","0.0","14.6","-","**","0.0","14.6","-","**","0.0","14.6","-","**","0.0","14.6","-","**","100.0","14.6","50250","17442","0.0","14.6","-","**","15.0","8.0","75417","43166","40.3","9.3","50250","34638","44.7","9.8","36667","17402","136","33","75000","31450","25.7","11.4","75250","38039","74.3","11.4","62083","57024","86.0","9.1","76806","44000","2.2","2.8","-","**","11.8","8.7","58864","891","70","25","26042","3859","55.7","17.8","18250","8103","54.3","18.1","18500","8060","1.4","2.6","-","**","44.3","17.8","27188","11687","34.3","18.7","26458","1089","10.0","11.5","70313","60358","27.7","(X)","(X)","(X)","29.4","(X)","(X)","(X)","24.3","(X)","(X)","(X)",
"0600000US3604140794","Lake Pleasant town, Hamilton County, New York","257","46","54141","3545","98.8","1.7","54375","3665","0.0","11.9","-","**","0.0","11.9","-","**","0.4","0.8","-","**","0.0","11.9","-","**","0.0","11.9","-","**","0.8","1.1","-","**","0.8","1.2","-","**","98.1","2.1","54219","3592","0.4","0.7","-","**","20.6","7.3","54063","29972","35.4","10.0","58750","34706","43.6","8.6","48750","10264","206","42","56429","7188","18.9","7.3","46250","25795","81.1","7.3","60313","17614","85.9","6.4","67813","24689","13.1","6.5","25625","16319","1.0","1.2","-","**","51","22","17102","15096","60.8","14.4","16645","5740","58.8","14.4","16579","942","2.0","3.8","-","**","39.2","14.4","37500","69913","27.5","13.3","18750","18882","11.8","13.3","-","**","54.9","(X)","(X)","(X)","52.9","(X)","(X)","(X)","58.8","(X)","(X)","(X)",
"0600000US3604143412","Long Lake town, Hamilton County, New York","263","44","60104","11962","99.2","1.0","59844","11768","0.0","11.6","-","**","0.0","11.6","-","**","0.0","11.6","-","**","0.0","11.6","-","**","0.0","11.6","-","**","0.8","1.0","-","**","0.8","1.0","-","**","99.2","1.0","59844","11768","1.9","2.5","-","**","11.8","6.5","54821","11627","49.0","10.9","102813","29824","37.3","8.9","30000","9020","146","34","86250","10869","23.3","11.0","98000","19796","76.7","11.0","81250","23762","97.3","3.8","84444","13962","2.7","3.8","-","**","0.0","19.8","-","**","117","35","32292","12145","38.5","12.5","23750","10901","38.5","12.5","23750","10901","0.0","23.9","-","**","61.5","12.5","46875","30119","52.1","13.8","38750","20640","9.4","8.1","154688","76623","34.6","(X)","(X)","(X)","40.4","(X)","(X)","(X)","27.4","(X)","(X)","(X)",
"0600000US3604148340","Morehouse town, Hamilton County, New York","20","11","33929","4598","100.0","66.3","33929","4598","0.0","66.3","-","**","0.0","66.3","-","**","0.0","66.3","-","**","0.0","66.3","-","**","0.0","66.3","-","**","0.0","66.3","-","**","0.0","66.3","-","**","100.0","66.3","33929","4598","5.0","11.0","-","**","0.0","66.3","-","**","35.0","31.4","-","**","60.0","31.5","38750","17892","8","7","44167","3886","0.0","100.0","-","**","100.0","100.0","44167","3886","87.5","34.3","44375","6549","12.5","34.3","-","**","0.0","100.0","-","**","12","9","32500","7030","50.0","41.6","-","**","0.0","85.6","-","**","50.0","41.6","-","**","50.0","41.6","25000","9549","50.0","41.6","25000","9549","0.0","85.6","-","**","65.0","(X)","(X)","(X)","62.5","(X)","(X)","(X)","66.7","(X)","(X)","(X)",
"0600000US3604179059","Wells town, Hamilton County, New York","303","42","40208","12051","99.7","0.7","40417","12392","0.0","10.2","-","**","0.0","10.2","-","**","0.0","10.2","-","**","0.0","10.2","-","**","0.0","10.2","-","**","0.3","0.7","-","**","0.7","1.2","-","**","99.0","1.3","40000","11264","0.0","10.2","-","**","17.5","7.2","62188","19722","43.6","9.7","61667","10103","38.9","7.9","32955","5986","183","37","40208","14733","27.3","10.4","43750","51891","72.7","10.4","37917","13969","77.6","10.2","50000","21084","12.0","7.4","43750","50952","10.4","8.7","-","**","120","36","39000","21204","70.0","12.9","46250","37217","62.5","13.7","39250","32754","7.5","7.0","-","**","30.0","12.9","22917","20846","30.0","12.9","22917","20846","0.0","23.4","-","**","53.8","(X)","(X)","(X)","63.4","(X)","(X)","(X)","32.5","(X)","(X)","(X)",
"0600000US3604317431","Columbia town, Herkimer County, New York","618","66","55833","13386","96.8","2.9","58833","10213","1.1","1.6","-","**","0.0","5.1","-","**","0.0","5.1","-","**","0.0","5.1","-","**","1.0","1.4","-","**","1.1","2.0","-","**","1.0","1.4","-","**","96.8","2.9","58833","10213","2.3","1.5","41250","15501","30.1","6.0","64167","19788","45.6","5.1","66250","8870","22.0","4.9","34000","10272","487","58","64135","7667","39.8","7.2","71250","15607","60.2","7.2","59205","16877","83.4","5.4","69737","7096","9.2","4.5","32083","13362","7.4","2.9","36667","13625","131","33","18750","7939","42.7","14.7","16786","3435","40.5","14.1","16518","1443","2.3","3.8","-","**","57.3","14.7","22596","7249","51.1","15.9","20750","8254","6.1","10.1","-","**","27.8","(X)","(X)","(X)","29.2","(X)","(X)","(X)","20.6","(X)","(X)","(X)",
"0600000US3604319686","Danube town, Herkimer County, New York","397","49","45417","8827","96.7","3.8","47667","7787","0.0","7.9","-","**","2.8","3.8","-","**","0.0","7.9","-","**","0.0","7.9","-","**","0.0","7.9","-","**","0.5","1.0","-","**","1.5","1.8","-","**","95.7","3.8","47500","8553","0.8","1.2","-","**","28.5","7.2","48750","10772","46.1","8.2","49338","7510","24.7","5.6","36154","3892","303","44","47679","13612","40.6","8.6","35938","26582","59.4","8.6","54000","16310","75.2","9.7","56250","14238","13.9","7.1","28167","7633","10.9","7.5","24904","47937","94","37","23214","14682","42.6","16.4","15000","18500","42.6","16.4","15000","18500","0.0","28.5","-","**","57.4","16.4","30833","31894","57.4","16.4","30833","31894","0.0","28.5","-","**","24.4","(X)","(X)","(X)","23.4","(X)","(X)","(X)","21.3","(X)","(X)","(X)",
"0600000US3604324933","Fairfield town, Herkimer County, New York","641","62","54075","3302","99.5","0.8","54150","3547","0.0","4.9","-","**","0.0","4.9","-","**","0.0","4.9","-","**","0.0","4.9","-","**","0.0","4.9","-","**","0.5","0.8","-","**","0.0","4.9","-","**","99.5","0.8","54150","3547","1.4","2.4","-","**","26.2","5.7","66538","6093","49.3","7.1","57115","9572","23.1","5.8","36477","8206","450","48","61250","7413","35.3","7.6","59145","5914","64.7","7.6","63854","11316","79.8","7.2","66438","3753","11.3","5.8","37083","14958","8.9","5.3","53438","24120","191","47","34083","6869","35.1","12.6","35481","4288","33.5","12.6","35192","3956","1.6","2.2","-","**","64.9","12.6","29545","12251","55.0","12.5","27841","10847","9.9","8.2","64375","48353","39.0","(X)","(X)","(X)","40.9","(X)","(X)","(X)","31.4","(X)","(X)","(X)",
"0600000US3604327199","Frankfort town, Herkimer County, New York","3191","137","48449","5751","98.7","1.2","47986","5612","0.8","1.1","-","**","0.2","0.3","-","**","0.2","0.3","-","**","0.0","1.0","-","**","0.0","1.0","-","**","0.1","0.2","-","**","0.0","1.0","-","**","98.7","1.2","47986","5612","5.6","3.1","20333","30030","21.8","2.5","63906","9449","41.9","3.7","58696","7014","30.7","3.3","33053","5547","2077","124","65038","4233","38.6","4.8","65107","12157","61.4","4.8","65000","4355","80.4","4.3","69481","5092","13.1","3.9","33682","3563","6.5","2.6","49531","15892","1114","178","24167","4952","63.8","8.2","20990","4061","60.3","7.6","20560","4528","3.5","3.3","50885","34746","36.2","8.2","40859","12741","24.2","6.8","23083","7667","11.9","5.7","60481","28302","29.4","(X)","(X)","(X)","29.5","(X)","(X)","(X)","28.8","(X)","(X)","(X)",
"0600000US3604328750","German Flatts town, Herkimer County, New York","5530","187","43220","3755","98.6","0.8","43419","3867","0.0","0.6","-","**","0.0","0.6","-","**","0.2","0.4","-","**","0.0","0.6","-","**","0.2","0.4","-","**","1.0","0.7","45250","63686","1.3","1.0","42813","71921","97.5","1.2","43337","4042","4.1","1.8","29362","11539","32.6","3.3","52760","5761","39.5","2.6","46344","4272","23.9","2.2","31953","4465","3588","140","51349","4905","44.4","4.0","42133","7577","55.6","4.0","55313","7218","71.1","5.2","61681","3423","23.6","5.0","25757","5717","5.4","2.2","36016","8284","1942","203","26605","4219","62.6","6.2","20858","3986","54.2","6.7","19462","3352","8.4","4.2","49519","33445","37.4","6.2","38293","4139","26.4","5.7","35847","6911","11.1","3.7","62532","22497","24.9","(X)","(X)","(X)","21.4","(X)","(X)","(X)","27.7","(X)","(X)","(X)",
"0600000US3604334132","Herkimer town, Herkimer County, New York","4291","222","37838","3996","97.6","1.6","37950","5134","0.9","1.4","-","**","0.0","0.8","-","**","1.1","0.8","40208","169350","0.0","0.8","-","**","0.0","0.8","-","**","0.3","0.5","-","**","1.4","1.3","-","**","96.2","2.0","38493","5552","3.1","2.3","28179","16127","28.3","3.7","38882","8916","39.8","4.1","50282","3401","28.8","2.8","25508","3835","2454","149","50565","5608","37.3","4.7","39144","10473","62.7","4.7","55230","6897","68.8","6.1","63417","5516","26.0","5.8","31402","7324","5.2","2.9","31932","37618","1837","270","22061","3072","51.7","8.1","19516","2642","44.1","7.7","18311","2245","7.6","4.1","34188","26711","48.3","8.1","25536","4153","41.5","7.8","24107","6048","6.8","3.7","45446","24944","21.1","(X)","(X)","(X)","25.6","(X)","(X)","(X)","11.6","(X)","(X)","(X)",
"0600000US3604342664","Litchfield town, Herkimer County, New York","603","49","65481","7237","99.5","0.8","65769","7274","0.0","5.2","-","**","0.0","5.2","-","**","0.0","5.2","-","**","0.0","5.2","-","**","0.0","5.2","-","**","0.5","0.8","-","**","0.0","5.2","-","**","99.5","0.8","65769","7274","0.5","0.8","-","**","29.9","5.1","71719","10675","45.8","5.7","77115","6259","23.9","4.4","28889","5921","464","49","75333","7734","34.5","7.9","65250","10565","65.5","7.9","77167","4103","79.5","6.6","80625","7319","7.1","3.9","60417","21003","13.4","5.5","42250","17610","139","30","19625","12235","45.3","11.8","19792","17550","31.7","11.9","14167","6298","13.7","8.8","42188","16736","54.7","11.8","19375","15690","41.7","12.5","16618","3452","12.9","8.3","58500","18649","28.7","(X)","(X)","(X)","27.8","(X)","(X)","(X)","31.7","(X)","(X)","(X)",
"0600000US3604342741","Little Falls city, Herkimer County, New York","2310","157","38528","4095","99.0","1.1","38403","4076","0.0","1.4","-","**","0.3","0.5","-","**","0.0","1.4","-","**","0.7","1.0","-","**","0.0","1.4","-","**","0.0","1.4","-","**","0.3","0.5","-","**","98.7","1.2","38514","4131","3.7","2.6","31151","6619","29.1","5.2","41458","7759","37.4","5.6","50469","15026","29.8","4.6","26125","5039","1280","113","51500","18775","46.4","8.2","43636","13263","53.6","8.2","60000","26171","67.9","8.8","66993","17360","23.7","8.2","31152","11601","8.4","4.9","36855","31247","1030","193","22869","3397","42.5","8.4","22432","12321","36.0","7.7","24219","12017","6.5","3.1","14350","48006","57.5","8.4","22972","4271","52.7","8.7","22480","3269","4.8","3.2","80592","39587","24.1","(X)","(X)","(X)","24.2","(X)","(X)","(X)","24.0","(X)","(X)","(X)",
"0600000US3604342752","Little Falls town, Herkimer County, New York","643","56","53875","10594","98.6","1.5","53750","10523","0.0","4.9","-","**","0.0","4.9","-","**","1.4","1.5","-","**","0.0","4.9","-","**","0.0","4.9","-","**","0.0","4.9","-","**","0.0","4.9","-","**","98.6","1.5","53750","10523","5.6","4.2","14000","63917","19.1","6.1","66250","18181","49.0","6.5","70568","11433","26.3","3.9","28472","6365","423","55","60568","6212","37.6","6.1","63839","16882","62.4","6.1","57969","8466","79.9","7.4","64063","7475","15.8","7.3","28438","20002","4.3","2.5","79375","34613","220","45","30909","7015","40.5","10.7","23750","10919","32.7","10.0","20750","4166","7.7","6.7","60938","27813","59.5","10.7","41563","17943","46.8","10.2","31917","13779","12.7","7.6","74500","8883","27.8","(X)","(X)","(X)","24.6","(X)","(X)","(X)","34.1","(X)","(X)","(X)",
"0600000US3604344974","Manheim town, Herkimer County, New York","1337","76","43477","7674","100.0","2.4","43477","7674","0.0","2.4","-","**","0.0","2.4","-","**","0.0","2.4","-","**","0.0","2.4","-","**","0.0","2.4","-","**","0.0","2.4","-","**","1.3","1.4","-","**","98.7","1.4","44180","7562","0.9","1.0","-","**","28.6","5.2","55920","6023","41.3","4.9","53000","15562","29.2","4.7","23333","3891","955","61","49208","9204","43.1","6.5","44342","7742","56.9","6.5","53990","16050","69.2","7.4","66563","13359","19.0","5.8","21450","4393","11.8","5.8","37188","15044","382","79","21635","4821","47.9","10.7","23681","4959","42.7","10.8","22250","4572","5.2","4.7","69375","43341","52.1","10.7","18984","7698","45.5","10.1","17031","4624","6.5","6.8","56328","24050","30.4","(X)","(X)","(X)","33.8","(X)","(X)","(X)","19.9","(X)","(X)","(X)",
"0600000US3604350584","Newport town, Herkimer County, New York","855","88","60521","13019","100.0","3.7","60521","13019","0.0","3.7","-","**","0.0","3.7","-","**","0.0","3.7","-","**","0.0","3.7","-","**","0.0","3.7","-","**","0.0","3.7","-","**","1.6","1.4","91500","45497","98.4","1.4","59917","14736","5.6","3.7","31563","58092","24.2","6.4","66902","17910","43.3","7.7","71524","12679","26.9","5.0","27885","10419","614","96","66207","7386","45.6","8.1","65833","7243","54.4","8.1","71500","27623","82.7","7.4","73750","22726","12.2","5.9","20368","4424","5.0","4.6","31397","33001","241","56","24375","14070","56.8","11.4","18967","2830","53.5","11.1","18533","2684","3.3","3.7","-","**","43.2","11.4","44583","49958","29.0","9.7","25625","18249","14.1","9.0","71136","791","45.0","(X)","(X)","(X)","45.8","(X)","(X)","(X)","43.2","(X)","(X)","(X)",
"0600000US3604353968","Norway town, Herkimer County, New York","351","46","53750","6541","98.9","2.4","53935","6063","1.1","2.4","-","**","0.0","8.8","-","**","0.0","8.8","-","**","0.0","8.8","-","**","0.0","8.8","-","**","0.0","8.8","-","**","0.0","8.8","-","**","98.9","2.4","53935","6063","2.0","3.1","-","**","23.1","7.0","73393","15616","58.1","8.4","54200","2936","16.8","5.8","31607","5118","263","40","57303","13608","31.6","8.5","63125","26216","68.4","8.5","57115","14410","76.4","10.2","72768","8233","14.8","9.1","50625","37339","8.7","5.9","53194","8408","88","31","21875","13319","30.7","18.6","28438","8730","30.7","18.6","28438","8730","0.0","29.9","-","**","69.3","18.6","16406","14000","64.8","19.4","17031","19206","4.5","7.3","-","**","27.6","(X)","(X)","(X)","30.0","(X)","(X)","(X)","13.6","(X)","(X)","(X)",
